index,source,target
185,パワーワイルドボウ賕,Power Wild Bow Ⅲ
186,ホワイトクレイドル,White Cradle
187,ホワイトクレセント,White Crescent
188,ローゼンクーゲル,Rosen Kugel
189,ローゼンヴァフェ,Rosen Waffe
190,ローゼンプリーマ,Rosen Prima
191,ローゼンゲヴェーア,Rosen Gewehr
192,ローゼンイェーガー,Rosen Jaeger
193,ローゼンズィーゲン,Rosen Siegen
194,ローゼンボーゲン,Rosen Bogen
195,ローゼンラケーテ,Rosen Rakete
196,ローゼンズィッヘル,Rosen Sichel
197,ラヴァブラスター,Lava Blaster
198,鉄火ガン,Iron Fire Gun
199,激流弓【海坊主】,"Torrent Bow ""Umibozu"""
200,清流弓【人魚姫】,"Stream Bow ""Mermaid"""
201,フルフルボウ賖,Khezu Bow Ⅱ
202,フルフルボウ賕,Khezu Bow Ⅲ
203,マントルイーターSP,Mantle Eater SP
204,ムーンバスターSP,Moon Buster SP
205,バスターカンセSP,Bustercanse SP
206,弩級怪鳥砲SP,Crossbow Monster Gun SP
207,スナアラシSP,Snail SP
208,禍竜弩SP,Haunted Crossbow SP
209,カーネルボウガンSP,Kernel Bowgun SP
210,グリーンパラソルSP,Green Parasol SP
211,カイデンボウガン,Kaiden Bowgun
212,蒼鳥幣弓,Blue Kut-Ku Coin Bow
213,パワーハンターボウ賙,Power Hunter Bow IV
214,神龍弓【日蝕】,"Dragon Bow ""Eclipse"""
215,ガノスビロー,Plesioth Subillo
216,ナナ＝アズールミシル,Lunastra's Azul Missile
217,バストンブラスター,Baston Blaster
218,カンタロスライフル,Kantharos Rifle
219,マジカルランプ,Magical Lamp
220,ラージャンカノン,Rajang Cannon
221,ガストラフェテスSP,Gastraphetes SP
222,ピンクニードルSP,Pink Needle SP
223,鎧竜剛銃SP,Armored Dragon Gun SP
224,ロブスターガンSP,Lobster Gun SP
225,キャノンボウガンSP,Cannon Bowgun SP
226,きんねこじゅうSP,Kinnekoju SP
227,ラピードボウ,Rapid Bow
228,スティールレイヴン賙,Steel Raven Ⅳ
229,スティールパッファ貤,Steel Puffer Ⅰ
230,スティールパッファ賖,Steel Puffer Ⅱ
231,スティールパッファ賕,Steel Puffer Ⅲ
232,スティールパッファ賙,Steel Puffer Ⅳ
233,メタルフレーム,Metal Frame
234,アイスストーム,Ice Storm
235,マイティキャスト,Mighty Cast
236,カクトスクーゲル,Kaktus Kugel
237,カクトスヴァフェ,Kaktus Waffe
238,スリーピングビースト,Sleeping Beast
239,ショットボウガン・陽,Shotgun (Sun)
240,ショットボウガン・陰,Shotgun (Shadow)
241,カクトスゲヴェーア,Kaktus Gewehr
242,カクトスイェーガー,Kaktus Jaeger
243,黒塊弓,Black Block bow
244,黒塊破弓,Black Block Broken Bow
245,フルフルボウ賙,Khezu Bow Ⅳ
246,オオバサミ賰,Mackerel Ⅵ
247,ソニックボウ賰,Sonic Bow Ⅵ
248,カクトスボーゲン,Kaktus Bogen
249,カクトスラケーテ,Kaktus Rakete
250,クリムゾンデビルSP,Crimson Devil SP
251,ガノスクラッシャーSP,Plesioth Crasher
252,ブラックソウルSP,Black Soul SP
253,スコールバレッツSP,Squall Bullets SP
254,リオストーム,Lio Storm
255,ヴァシムガン,Vashimu Gun
256,ヴァシムファイア,Vashimu Fire
257,ジャーマペスカード,Lavafish Gun
258,ギアノスマッシュ,Gia Smash
259,カウチュアルク,Kautschuk
260,カウチュクロワッサン,Elastikautschuk
261,フルフルボウ𧶠,Khezu Bow V
262,クイーンブラスター賙,Queen Blaster IV
263,ナナホシ怒砲SP,Raging Ladybug Gun SP
264,レックスブラスターSP,Rex Blaster SP
265,クックロアSP,Kut-Ku Roar
266,ライラレックスSP,Lyra Rex SP
267,カクトスプリーマ,Primakaktus
268,アルビノスプラッシュ,Rubino Splash
269,カクトスズィーゲン,Kaktus Siegen
270,ジェビアガン,Jebia Gun
271,ジェビアファイア,Jebia Fire
272,ワイルドファンガス,Wild Fungus
273,スティールキリー貤,Steel Killi Ⅰ
274,スティールキリー賖,Steel Killi Ⅱ
275,スティールキリー賕,Steel Killi Ⅳ
276,スティールキリー賙,Steel Killi Ⅳ
277,ＶＬＳ−０２３３,VLS-0233
278,カクトスズィッヘル,Kaktus Sichel
279,シスネ＝ダオラ貤,Daora's Cisne Ⅰ
280,シスネ＝ダオラ賖,Daora's Cisne Ⅱ
281,プロミネンスボウ賙,Prominence Bow IV
282,ティガアロー賕,Tigre Arrow III
283,アルギュ＝ダオラSP,Daora's Argen SP
284,ラヴァタイラントSP,Lava Tyrant SP
285,ナムアミランプSP,Living Lamp SP
286,ラージャンアルマSP,Rajang Soul SP
287,ヘビィボウガン,Heavy Bowgun
288,ライトボウガン,Light Bowgun
289,弓,Bow
290,舞雷重砲【若鷹】,Hawk Thunderdance Hbg
291,舞雷重砲【華鷹】,Buzzard Thndrdance Hbg
292,真舞雷重砲【天鷹】,Falcon Thunderdance Hbg
293,舞雷弓【真鶴】,Stork Thunderdance Bow
294,舞雷弓【千鶴】,Crane Thunderdance Bow
295,真舞雷弓【紅鶴】,Flamingo Thunder Bow
296,バール＝ダオラ,Daora's Vale
297,キャラバンガン貤,Caravan Gun I
298,キャラバンガン賖,Caravan Gun II
299,キャラバンガン賕,Caravan Gun III
300,ダミー(弓),
301,真冥雷獄銃【鶫】,True Thrush Darkbolt Gun
302,真冥雷獄銃【斑鳩】,True Dove Darkbolt Gun
303,真冥雷獄重砲【翔鷹】,True Hawk Darkbolt Gun
304,真冥雷獄重砲【玄鷹】,True Falcon Darkbolt Gun
305,ドドンガ・ヴォイド,Dondon Void
306,烈閃重弩イルミレイオ,Brillant Flash Hbg
307,アヴァン＝ダオラ,Daora's Avan
308,アイルーボウ【大判】,"Felyne Bow ""Large Stamp"""
309,メラルーボウ【猫騙】,"Melynx Bow ""Cat Fool"""
310,神威,God's Majesty
311,神威【幻】,"God's Majesty ""Dream"""
312,神威【幻魔】,"God's Majesty ""Vision"""
313,神威【幻魔王】,"God's Majesty ""Illusion"""
314,神居,God's Palace
315,神居【幻】,"God's Palace ""Dream"""
316,神居【幻魔】,"God's Palace ""Vision"""
317,神居【幻魔王】,"God's Palace ""Illusion"""
318,ウォームプリック,Warm Prick
319,ウォームソーン,Warm Thorn
320,ウォームピン,Warm Pin
321,ウォームニードル,Warm Needle
322,ウォームスティング,Warm Stinger
323,ハームプリック,Ham Prick
324,ハームソーン,Ham Thorn
325,ハームピン,Ham Pin
326,ハームニードル,Ham Needle
327,ハームスティング,Ham Stringer
328,ダミー(弓),
329,ダミー(弓),
330,ダミー(弓),
331,ダミー(弓),
332,ダミー(弓),
333,ダミー(弓),
334,ダミー(弓),
335,ダミー(弓),
336,ダミー(弓),
337,ダミー(弓),
338,ダミー(弓),
339,ダミー(弓),
340,ダミー(弓),
341,ダミー(弓),
342,ダミー(弓),
343,ダミー(弓),
344,ダミー(弓),
345,ダミー(弓),
346,ダミー(弓),
347,ダミー(弓),
348,ダミー(弓),
349,ダミー(弓),
350,コケバサミSP貤,Moss Scissors SPⅠ
351,コケバサミSP賖,Moss Scissors SPⅡ
352,コケバサミSP賕,Moss Scissors SPⅢ
353,コケバサミSP賙,Moss Scissors SPⅣ
354,コケバサミSP𧶠,Moss Scissors SPⅤ
355,コケバサミSP賰,Moss Scissors SPⅥ
356,コケバサミSP賱,Moss Scissors SPⅦ
357,モーヴブラスターSP貤,Mauve Blaster SPⅠ
358,モーヴブラスターSP賖,Mauve Blaster SPⅡ
359,モーヴブラスターSP賕,Mauve Blaster SPⅢ
360,モーヴブラスターSP賙,Mauve Blaster SPⅣ
361,モーヴブラスターSP𧶠,Mauve Blaster SPⅤ
362,モーヴブラスターSP賰,Mauve Blaster SPⅥ
363,モーヴブラスターSP賱,Mauve Blaster SPⅦ
364,Ｐ・マスターボウSP貤,P.Master Bow SPⅠ
365,Ｐ・マスターボウSP賖,P.Master Bow SPⅡ
366,Ｐ・マスターボウSP賕,P.Master Bow SPⅢ
367,Ｐ・マスターボウSP賙,P.Master Bow SPⅣ
368,Ｐ・マスターボウSP𧶠,P.Master Bow SPⅤ
369,Ｐ・マスターボウSP賰,P.Master Bow SPⅥ
370,Ｐ・マスターボウSP賱,P.Master Bow SPⅦ
371,ダークフルボウSP貤,Dark Full Bow SPⅠ
372,ダークフルボウSP賖,Dark Full Bow SPⅡ
373,ダークフルボウSP賕,Dark Full Bow SPⅢ
374,ダークフルボウSP賙,Dark Full Bow SPⅣ
375,ダークフルボウSP𧶠,Dark Full Bow SPⅤ
376,ダークフルボウSP賰,Dark Full Bow SPⅥ
377,ダークフルボウSP賱,Dark Full Bow SPⅦ
378,ロングホーンボウSP貤,Long Horn Bow SPⅠ
379,ロングホーンボウSP賖,Long Horn Bow SPⅡ
380,ロングホーンボウSP賕,Long Horn Bow SPⅢ
381,ロングホーンボウSP賙,Long Horn Bow SPⅣ
382,ロングホーンボウSP𧶠,Long Horn Bow SPⅤ
383,ロングホーンボウSP賰,Long Horn Bow SPⅥ
384,ロングホーンボウSP賱,Long Horn Bow SPⅦ
385,フリーゾンボウSP貤,Freezon Bow SPⅠ
386,フリーゾンボウSP賖,Freezon Bow SPⅡ
387,フリーゾンボウSP賕,Freezon Bow SPⅢ
388,フリーゾンボウSP賙,Freezon Bow SPⅣ
389,フリーゾンボウSP𧶠,Freezon Bow SPⅤ
390,フリーゾンボウSP賰,Freezon Bow SPⅥ
391,フリーゾンボウSP賱,Freezon Bow SPⅦ
392,龍魂琴SP貤,Dragonsoul Bow SPⅠ
393,龍魂琴SP賖,Dragonsoul Bow SPⅡ
394,龍魂琴SP賕,Dragonsoul Bow SPⅢ
395,龍魂琴SP賙,Dragonsoul Bow SPⅣ
396,龍魂琴SP𧶠,Dragonsoul Bow SPⅤ
397,龍魂琴SP賰,Dragonsoul Bow SPⅥ
398,龍魂琴SP賱,Dragonsoul Bow SPⅦ
399,フレイムビートSP貤,Flame Beat SP Ⅰ
400,フレイムビートSP賖,Flame Beat SP Ⅱ
401,フレイムビートSP賕,Flame Beat SP Ⅲ
402,フレイムビートSP賙,Flame Beat SP Ⅳ
403,フレイムビートSP𧶠,Flame Beat SP Ⅴ
404,フレイムビートSP賰,Flame Beat SP Ⅵ
405,フレイムビートSP賱,Flame Beat SP Ⅶ
406,アクアフェザーSP貤,Aqua Feather SP Ⅰ
407,アクアフェザーSP賖,Aqua Feather SP Ⅱ
408,アクアフェザーSP賕,Aqua Feather SP Ⅲ
409,アクアフェザーSP賙,Aqua Feather SP Ⅳ
410,アクアフェザーSP𧶠,Aqua Feather SP Ⅴ
411,アクアフェザーSP賰,Aqua Feather SP Ⅵ
412,アクアフェザーSP賱,Aqua Feather SP Ⅶ
413,黒鳥幣弓SP貤,Black Swan Gift SPⅠ
414,黒鳥幣弓SP賖,Black Swan Gift SPⅡ
415,黒鳥幣弓SP賕,Black Swan Gift SPⅢ
416,黒鳥幣弓SP賙,Black Swan Gift SPⅣ
417,黒鳥幣弓SP𧶠,Black Swan Gift SPⅤ
418,黒鳥幣弓SP賰,Black Swan Gift SPⅥ
419,黒鳥幣弓SP賱,Black Swan Gift SPⅦ
420,止水弓SP貤,Still Water Bow SPⅠ
421,止水弓SP賖,Still Water Bow SPⅡ
422,止水弓SP賕,Still Water Bow SPⅢ
423,止水弓SP賙,Still Water Bow SPⅣ
424,止水弓SP𧶠,Still Water Bow SPⅤ
425,止水弓SP賰,Still Water Bow SPⅥ
426,止水弓SP賱,Still Water Bow SPⅦ
427,ティガストリームSP貤,Tigre Stream SPⅠ
428,ティガストリームSP賖,Tigre Stream SPⅡ
429,ティガストリームSP賕,Tigre Stream SPⅢ
430,ティガストリームSP賙,Tigre Stream SPⅣ
431,ティガストリームSP𧶠,Tigre Stream SPⅤ
432,ティガストリームSP賰,Tigre Stream SPⅥ
433,ティガストリームSP賱,Tigre Stream SPⅦ
434,ジェネレーターSP貤,Generator SPⅠ
435,ジェネレーターSP賖,Generator SPⅡ
436,ジェネレーターSP賕,Generator SPⅢ
437,ジェネレーターSP賙,Generator SPⅣ
438,ジェネレーターSP𧶠,Generator SPⅤ
439,ジェネレーターSP賰,Generator SPⅥ
440,ジェネレーターSP賱,Generator SPⅦ
441,ブラックボーゲンSP貤,Black Bogen SPⅠ
442,ブラックボーゲンSP賖,Black Bogen SPⅡ
443,ブラックボーゲンSP賕,Black Bogen SPⅢ
444,ブラックボーゲンSP賙,Black Bogen SPⅣ
445,ブラックボーゲンSP𧶠,Black Bogen SPⅤ
446,ブラックボーゲンSP賰,Black Bogen SPⅥ
447,ブラックボーゲンSP賱,Black Bogen SPⅦ
448,龍弓【陸崩】SP貤,Dragon Landslide Bow SPⅠ
449,龍弓【陸崩】SP賖,Dragon Landslide Bow SPⅡ
450,龍弓【陸崩】SP賕,Dragon Landslide Bow SPⅢ
451,龍弓【陸崩】SP賙,Dragon Landslide Bow SPⅣ
452,龍弓【陸崩】SP𧶠,Dragon Landslide Bow SPⅤ
453,龍弓【陸崩】SP賰,Dragon Landslide Bow SPⅥ
454,龍弓【陸崩】SP賱,Dragon Landslide Bow SPⅦ
455,フェニックスロアSP貤,Phoenix Roar SPⅠ
456,フェニックスロアSP賖,Phoenix Roar SPⅡ
457,フェニックスロアSP賕,Phoenix Roar SPⅢ
458,フェニックスロアSP賙,Phoenix Roar SPⅣ
459,フェニックスロアSP𧶠,Phoenix Roar SPⅤ
460,フェニックスロアSP賰,Phoenix Roar SPⅥ
461,フェニックスロアSP賱,Phoenix Roar SPⅦ
462,神龍弓【月蝕】SP貤,"Drgn God Bow""Eclipse""SPⅠ"
463,神龍弓【月蝕】SP賖,"Drgn God Bow""Eclipse""SPⅡ"
464,神龍弓【月蝕】SP賕,"Drgn God Bow""Eclipse""SPⅢ"
465,神龍弓【月蝕】SP賙,"Drgn God Bow""Eclipse""SPⅣ"
466,神龍弓【月蝕】SP𧶠,"Drgn God Bow""Eclipse""SPⅤ"
467,神龍弓【月蝕】SP賰,"Drgn God Bow""Eclipse""SPⅥ"
468,神龍弓【月蝕】SP賱,"Drgn God Bow""Eclipse""SPⅦ"
469,ベルクシューターSP貤,Berg Shooter SPⅠ
470,ベルクシューターSP賖,Berg Shooter SPⅡ
471,ベルクシューターSP賕,Berg Shooter SPⅢ
472,ベルクシューターSP賙,Berg Shooter SPⅣ
473,ベルクシューターSP𧶠,Berg Shooter SPⅤ
474,ベルクシューターSP賰,Berg Shooter SPⅥ
475,ベルクシューターSP賱,Berg Shooter SPⅦ
476,巨蟹弓SP貤,Cancer Bow SPⅠ
477,巨蟹弓SP賖,Cancer Bow SPⅡ
478,巨蟹弓SP賕,Cancer Bow SPⅢ
479,巨蟹弓SP賙,Cancer Bow SPⅣ
480,巨蟹弓SP𧶠,Cancer Bow SPⅤ
481,巨蟹弓SP賰,Cancer Bow SPⅥ
482,巨蟹弓SP賱,Cancer Bow SPⅦ
483,緑塊弓SP貤,Jade Bow SPⅠ
484,緑塊弓SP賖,Jade Bow SPⅡ
485,緑塊弓SP賕,Jade Bow SPⅢ
486,緑塊弓SP賙,Jade Bow SPⅣ
487,緑塊弓SP𧶠,Jade Bow SPⅤ
488,緑塊弓SP賰,Jade Bow SPⅥ
489,緑塊弓SP賱,Jade Bow SPⅦ
490,ダミー(弓),
491,ダミー(弓),
492,ダミー(弓),
493,ダミー(弓),
494,弓,Bow
495,弓,Bow
496,ライトボウガン,Light Bowgun
497,ライトボウガン,Light Bowgun
498,ヘビィボウガン,Heavy Bowgun
499,弓,Bow
500,ダミー(弓),
501,ダミー(弓),
502,ダミー(弓),
503,ダミー(弓),
504,ダミー(弓),
505,ダミー(弓),
506,ダミー(弓),
507,ダミー(弓),
508,ダミー(弓),
509,ダミー(弓),
510,ダミー(弓),
511,ダミー(弓),
512,ダミー(弓),
513,ダミー(弓),
514,ダミー(弓),
515,ダミー(弓),
516,ダミー(弓),
517,ダミー(弓),
518,ダミー(弓),
519,ダミー(弓),
520,ダミー(弓),
521,ダミー(弓),
522,ダミー(弓),
523,ダミー(弓),
524,ダミー(弓),
525,ダミー(弓),
526,ダミー(弓),
527,ダミー(弓),
528,ダミー(弓),
529,ダミー(弓),
530,ダミー(弓),
531,ダミー(弓),
532,ダミー(弓),
533,ダミー(弓),
534,ダミー(弓),
535,ダミー(弓),
536,ダミー(弓),
537,ダミー(弓),
538,ダミー(弓),
539,ダミー(弓),
540,ダミー(弓),
541,ダミー(弓),
542,ダミー(弓),
543,ダミー(弓),
544,ダミー(弓),
545,ダミー(弓),
546,ダミー(弓),
547,ダミー(弓),
548,ダミー(弓),
549,ダミー(弓),
550,ダミー(弓),
551,ダミー(弓),
552,ダミー(弓),
553,ダミー(弓),
554,ダミー(弓),
555,ダミー(弓),
556,ダミー(弓),
557,ダミー(弓),
558,ダミー(弓),
559,ダミー(弓),
560,ダミー(弓),
561,ダミー(弓),
562,ダミー(弓),
563,ダミー(弓),
564,ダミー(弓),
565,ダミー(弓),
566,ダミー(弓),
567,ダミー(弓),
568,ダミー(弓),
569,ダミー(弓),
570,ダミー(弓),
571,ダミー(弓),
572,ダミー(弓),
573,ダミー(弓),
574,ダミー(弓),
575,ダミー(弓),
576,ダミー(弓),
577,ダミー(弓),
578,ダミー(弓),
579,ダミー(弓),
580,ダミー(弓),
581,ダミー(弓),
582,ダミー(弓),
583,ダミー(弓),
584,ダミー(弓),
585,ダミー(弓),
586,ダミー(弓),
587,ダミー(弓),
588,ダミー(弓),
589,ダミー(弓),
590,ダミー(弓),
591,ダミー(弓),
592,ダミー(弓),
593,ダミー(弓),
594,ダミー(弓),
595,ダミー(弓),
596,ダミー(弓),
597,ダミー(弓),
598,ダミー(弓),
599,ダミー(弓),
600,ダミー(弓),
601,ダミー(弓),
602,ダミー(弓),
603,ダミー(弓),
604,ダミー(弓),
605,ダミー(弓),
606,ダミー(弓),
607,ダミー(弓),
608,ダミー(弓),
609,ダミー(弓),
610,ダミー(弓),
611,ダミー(弓),
612,ダミー(弓),
613,ダミー(弓),
614,ダミー(弓),
615,ダミー(弓),
616,ダミー(弓),
617,ダミー(弓),
618,ダミー(弓),
619,ダミー(弓),
620,ダミー(弓),
621,ダミー(弓),
622,ダミー(弓),
623,ダミー(弓),
624,ダミー(弓),
625,ダミー(弓),
626,ダミー(弓),
627,ダミー(弓),
628,ダミー(弓),
629,ダミー(弓),
630,ダミー(弓),
631,ダミー(弓),
632,ダミー(弓),
633,ダミー(弓),
634,ダミー(弓),
635,ダミー(弓),
636,ダミー(弓),
637,ダミー(弓),
638,ダミー(弓),
639,ダミー(弓),
640,ダミー(弓),
641,ダミー(弓),
642,ダミー(弓),
643,ダミー(弓),
644,ダミー(弓),
645,ダミー(弓),
646,ダミー(弓),
647,ダミー(弓),
648,ダミー(弓),
649,ダミー(弓),
650,ぱらちゃんガン貤,Parachan Bow Ⅰ
651,ぱらちゃんガン賖,Parachan Bow Ⅱ
652,ぱらちゃんガン賕,Parachan Bow Ⅲ
653,ソリッドカービン,Solid Carbine
654,ソリッドカービン・改,Solid Carbine+
655,カラビーナ・マテリ,Matter Carbine
656,リキッドカービン,Liquid Carbine
657,リキッドカービン・改,Liquid Carbine+
658,カラビーナ・エレメ,Element Carbine
659,ナトラ・デス,Natra Death
660,デトス・アーカム,Detoss Arkham
661,カオス・アーミー,Chaos Army
662,ソニックボウ賱,Sonic Bow VII
663,神龍弓【燭陰】,"Dragon God Bow ""Zhulong"""
664,パワーワイルドボウ賙,Power Wild Bow IV
665,サフィールレイヴン貤,Saphire RavenⅠ
666,サフィールレイヴン賖,Saphire Raven Ⅱ
667,サフィールレイヴン賕,Saphire Raven Ⅲ
668,サフィールレイヴン賙,Saphire Raven Ⅳ
669,チタンフレームSP,Titan Flame SP
670,テオ＝ヴェルメリオSP,Teostra's Flame SP
671,天ヶ島SP,Sky's Isle SP
