index,source,target
291,オウビートＳガンバ,King Beetle S Crura
292,オウビートＳフェムル,King Beetle Sフェムル
293,デスギアフェルゼ,Death Stench Heel
294,デスギアアヴィレ,Death Stench March
295,デスギアＳフェルゼ,Death Stench S Heel
296,デスギアＳアヴィレ,Death Stench S March
297,マフモフブーツ,Mafumofu Boots
298,マフモフＳブーツ,Mafumofu S Boots
299,クシャナＦペイル,Kushala Fペイル
300,クシャナＦハディ,Kushala Fハディ
301,カイザーＦグリーヴ,Kaiser F Greaves
302,カイザーＦレギンス,Kaiser F Leggings
303,ミヅハ魁【具足】,Mizuha 魁【具足】
304,トヨタマ魁【具足】,Toyotama 魁【具足】
305,金剛・魁【具足】,Gold 剛・魁【具足】
306,不動・魁【具足】,
307,夜叉・魁【御足】,
308,修羅・魁【御足】,
309,エンプレスＦグリーヴ,Empress F Greaves
310,エンプレスＦレギンス,Empress F Leggings
311,金色ノ袴・魁,Golden Hakama・魁
312,黒子ノ足袋・魁,Puppeteer ノ Tabi・魁
313,ガルルガＦグリーヴ,Garuga F Greaves
314,ガルルガＦレギンス,Garuga F Leggings
315,クシャナＦペイル,Kushala Fペイル
316,クシャナＦハディ,Kushala Fハディ
317,カイザーＦグリーヴ,Kaiser F Greaves
318,カイザーＦレギンス,Kaiser F Leggings
319,ミヅハ魁【具足】,Mizuha 魁【具足】
320,トヨタマ魁【具足】,Toyotama 魁【具足】
321,金剛・魁【具足】,Gold 剛・魁【具足】
322,不動・魁【具足】,
323,夜叉・魁【御足】,
324,修羅・魁【御足】,
325,エンプレスＦグリーヴ,Empress F Greaves
326,エンプレスＦレギンス,Empress F Leggings
327,金色ノ袴・魁,Golden Hakama・魁
328,黒子ノ足袋・魁,Puppeteer ノ Tabi・魁
329,ガルルガＦグリーヴ,Garuga F Greaves
330,ガルルガＦレギンス,Garuga F Leggings
331,ラヴァＵグリーヴ,Lavasioth U Greaves
332,ラヴァＵレギンス,Lavasioth U Leggings
333,ホワイトメタルブーツ,White Metal Boots
334,セレストグリーヴ,Celeste Greaves
335,シエルディバイダー,Ciel Divider
336,コムラダブーツ【赤】,Comrada Boots 【 Red 】
337,コムラダブーツ【青】,Comrada Boots 【 Blue 】
338,コムラダブーツ【緑】,Comrada Boots 【 Green 】
339,コムラダブーツ【橙】,Comrada Boots 【 Orange 】
340,ダミー,Dummy
341,ダミー,護靈者靴GS
342,エスピナフェルゼ,Espinas Heel
343,エスピナアヴィレ,Espinas March
344,エスピナＦフェルゼ,Espinas F Heel
345,エスピナＦアヴィレ,Espinas F March
346,アスールグリーヴ,Azul Greaves
347,アスールレギンス,Azul Leggings
348,アメザリグリーヴ,Amezari Greaves
349,アメザリレギンス,Amezari Leggings
350,プロミスブーツ【白】,Promise Boots 【 White 】
351,プロミスブーツ【青】,Promise Boots 【 Blue 】
352,プロミスブーツ【紫】,Promise Boots 【 Purple 】
353,プロミスブーツ【黄】,Promise Boots 【 Yellow 】
354,ブリスブーツ【白】,Bliss Boots 【 White 】
355,ブリスブーツ【青】,Bliss Boots 【 Blue 】
356,ブリスブーツ【紫】,Bliss Boots 【 Purple 】
357,ブリスブーツ【黄】,Bliss Boots 【 Yellow 】
358,ブリスＦブーツ【白】,Bliss F Boots 【 White 】
359,ブリスＦブーツ【青】,Bliss F Boots 【 Blue 】
360,ブリスＦブーツ【紫】,Bliss F Boots 【 Purple 】
361,ブリスＦブーツ【黄】,Bliss F Boots 【 Yellow 】
362,ロジウェアレッグ,Lodge Wear Leg
363,バトルレギンスSP青,Battle Leggings SP Blue
364,バトルレギンスSP黄,Battle Leggings SP Yellow
365,バトルレギンスSP紫,Battle Leggings SP Purple
366,レイアグリーヴSP青,Rathian Greaves SP Blue
367,レイアグリーヴSP赤,Rathian Greaves SP Red
368,レイアグリーヴSP黒,Rathian Greaves SP Black
369,フルフルフットSP青,Khezu Feet SP Blue
370,フルフルフットSP緑,Khezu Feet SP Green
371,フルフルフットSP黒,Khezu Feet SP Black
372,エスピナグリーヴSP赤,Espinas Greaves SP Red
373,エスピナグリーヴSP青,Espinas Greaves SP Blue
374,エスピナグリーヴSP黄,Espinas Greaves SP Yellow
375,エスピナレギンスSP赤,Espinas Leggings SP Red
376,エスピナレギンスSP青,Espinas Leggings SP Blue
377,エスピナレギンスSP黄,Espinas Leggings SP Yellow
378,ノワールグリーヴ,Noir Greaves
379,ガーディブーツSP白,Guardi Boots SP White
380,ガーディブーツSP黒,Guardi Boots SP Black
381,ガーディブーツSP紫,Guardi Boots SP Purple
382,ヒーラーソックスSP青,Healer Socks SP Blue
383,ヒーラーソックスSP白,Healer Socks SP White
384,ヒーラーソックスSP黄,Healer Socks SP Yellow
385,マフモフブーツSP赤,Mafumofu Boots SP Red
386,マフモフブーツSP黄,Mafumofu Boots SP Yellow
387,マフモフブーツSP紫,Mafumofu Boots SP Purple
388,バサルレギンスSP赤,Basarios Leggings SP Red
389,バサルレギンスSP黒,Basarios Leggings SP Black
390,バサルレギンスSP黄,Basarios Leggings SP Yellow
391,アプカルグリーヴ,Apkallu Greaves
392,アプカルレギンス,Apkallu Leggings
393,ゴスペルグリーヴ,Gospel Greaves
394,ゴスペルレギンス,Gospel Leggings
395,エスピナＵフェルゼ,Espinas U Heel
396,エスピナＵアヴィレ,Espinas U March
397,ブランゴグリーヴSP黄,Blango Greaves SP Yellow
398,ブランゴグリーヴSP青,Blango Greaves SP Blue
399,ブランゴグリーヴSP黒,Blango Greaves SP Black
400,金色ノ袴SP白,Golden Hakama SP White
401,金色ノ袴SP紫,Golden Hakama SP Purple
402,金色ノ袴SP緑,Golden Hakama SP Green
403,グラビドレギンスSP緑,Gravios Leggings SP Green
404,グラビドレギンスSP紫,Gravios Leggings SP Purple
405,グラビドレギンスSP赤,Gravios Leggings SP Red
406,アクラグリーヴ,Vashimu Greaves
407,アクラグリーヴ黄,Vashimu Greaves Yellow
408,アクラグリーヴ蒼,Vashimu Greaves Green
409,アクラグリーヴ紅,Vashimu Greaves Crimson
410,アクラレギンス,Vashimu Leggings
411,アクラレギンス黄,Vashimu Leggings Yellow
412,アクラレギンス蒼,Vashimu Leggings Green
413,アクラレギンス紅,Vashimu Leggings Crimson
414,アクラＦグリーヴ,Vashimu F Greaves
415,アクラＦグリーヴ黄,Vashimu F Greaves Yellow
416,アクラＦグリーヴ蒼,Vashimu F Greaves Green
417,アクラＦグリーヴ紅,Vashimu F Greaves Crimson
418,アクラＦレギンス,Vashimu F Leggings
419,アクラＦレギンス黄,Vashimu F Leggings Yellow
420,アクラＦレギンス蒼,Vashimu F Leggings Green
421,アクラＦレギンス紅,Vashimu F Leggings Crimson
422,エクエスグリーヴ,Eques Greaves
423,エクエスレギンス,Eques Leggings
424,エクエスグリーヴ改,Eques Greaves 改
425,エクエスレギンス改,Eques Leggings 改
426,エクエスＦグリーヴ,Eques F Greaves
427,エクエスＦレギンス,Eques F Leggings
428,星祭の足袋・夏【赤】,Star Festival の Tabi・Summer 【 Red 】
429,星祭の足袋・夏【青】,Star Festival の Tabi・Summer 【 Blue 】
430,星祭の足袋・夏【黒】,Star Festival の Tabi・Summer 【 Black 】
431,星祭の足袋・夏【白】,Star Festival の Tabi・Summer 【 White 】
432,七夕の足袋・夏【赤】,Tanabata の Tabi・Summer 【 Red 】
433,七夕の足袋・夏【青】,Tanabata の Tabi・Summer 【 Blue 】
434,七夕の足袋・夏【黒】,Tanabata の Tabi・Summer 【 Black 】
435,七夕の足袋・夏【白】,Tanabata の Tabi・Summer 【 White 】
436,星祭の足袋・織【赤】,Star Festival の Tabi・織【 Red 】
437,星祭の足袋・織【青】,Star Festival の Tabi・織【 Blue 】
438,星祭の足袋・織【黒】,Star Festival の Tabi・織【 Black 】
439,星祭の足袋・織【白】,Star Festival の Tabi・織【 White 】
440,七夕の足袋・織【赤】,Tanabata の Tabi・織【 Red 】
441,七夕の足袋・織【青】,Tanabata の Tabi・織【 Blue 】
442,七夕の足袋・織【黒】,Tanabata の Tabi・織【 Black 】
443,七夕の足袋・織【白】,Tanabata の Tabi・織【 White 】
444,星祭の足袋・天【赤】,Star Festival の Tabi・Heaven 【 Red 】
445,星祭の足袋・天【青】,Star Festival の Tabi・Heaven 【 Blue 】
446,星祭の足袋・天【黒】,Star Festival の Tabi・Heaven 【 Black 】
447,星祭の足袋・天【白】,Star Festival の Tabi・Heaven 【 White 】
448,七夕の足袋・天【赤】,Tanabata の Tabi・Heaven 【 Red 】
449,七夕の足袋・天【青】,Tanabata の Tabi・Heaven 【 Blue 】
450,七夕の足袋・天【黒】,Tanabata の Tabi・Heaven 【 Black 】
451,七夕の足袋・天【白】,Tanabata の Tabi・Heaven 【 White 】
452,ハイメタグリーヴSP黒,High Metal Greaves SP Black
453,ハイメタグリーヴSP青,High Metal Greaves SP Blue
454,ハイメタグリーヴSP黄,High Metal Greaves SP Yellow
455,Ｓ・ソルグリーヴSP赤,S・Sol Greaves SP Red
456,Ｓ・ソルグリーヴSP紫,S・Sol Greaves SP Purple
457,Ｓ・ソルグリーヴSP黒,S・Sol Greaves SP Black
458,ガルルガレギンスSP白,Garuga Leggings SP White
459,ガルルガレギンスSP緑,Garuga Leggings SP Green
460,ガルルガレギンスSP赤,Garuga Leggings SP Red
461,ルーキーブーツ【白】,Rookie Boots 【 White 】
462,ルーキーブーツ【赤】,Rookie Boots 【 Red 】
463,ルーキーブーツ【緑】,Rookie Boots 【 Green 】
464,ヒプノＳグリーヴ,Hypnoc S Greaves
465,ヒプノＳレギンス,Hypnoc S Leggings
466,プロギアブーツ,Purogia Boots
467,オラシオンブーツ,Oracion Boots
468,レクイエムブーツ,Requiem Boots
469,アクラＵグリーヴ,Vashimu U Greaves
470,アクラＵグリーヴ黄,Vashimu U Greaves Yellow
471,アクラＵグリーヴ蒼,Vashimu U Greaves Green
472,アクラＵグリーヴ紅,Vashimu U Greaves Crimson
473,アクラＵレギンス,Vashimu U Leggings
474,アクラＵレギンス黄,Vashimu U Leggings Yellow
475,アクラＵレギンス蒼,Vashimu U Leggings Green
476,アクラＵレギンス紅,Vashimu U Leggings Crimson
477,メラングリーヴ,Melan Greaves
478,メランレギンス,Melan Leggings
479,ルージュグリーヴ,Rouge Greaves
480,マギサフット・赤,Magisa Feet・Red
481,マギサフット・黒,Magisa Feet・Black
482,マギサフット・緑,Magisa Feet・Green
483,マギサフット・白,Magisa Feet・White
484,マギサフット・青,Magisa Feet・Blue
485,ウィザーブーツ・赤,Wizard Boots・Red
486,ウィザーブーツ・黒,Wizard Boots・Black
487,ウィザーブーツ・緑,Wizard Boots・Green
488,ウィザーブーツ・白,Wizard Boots・White
489,ウィザーブーツ・青,Wizard Boots・Blue
490,マギサＦフット・赤,Magisa F Feet・Red
491,マギサＦフット・黒,Magisa F Feet・Black
492,マギサＦフット・緑,Magisa F Feet・Green
493,マギサＦフット・白,Magisa F Feet・White
494,マギサＦフット・青,Magisa F Feet・Blue
495,ウィザーＦブーツ・赤,Wizard F Boots・Red
496,ウィザーＦブーツ・黒,Wizard F Boots・Black
497,ウィザーＦブーツ・緑,Wizard F Boots・Green
498,ウィザーＦブーツ・白,Wizard F Boots・White
499,ウィザーＦブーツ・青,Wizard F Boots・Blue
500,クロウリーフット・赤,Crowley Feet・Red
501,クロウリーフット・黒,Crowley Feet・Black
502,クロウリーフット・緑,Crowley Feet・Green
503,クロウリーフット・白,Crowley Feet・White
504,クロウリーフット・青,Crowley Feet・Blue
505,ファウストブーツ・赤,Faust Boots・Red
506,ファウストブーツ・黒,Faust Boots・Black
507,ファウストブーツ・緑,Faust Boots・Green
508,ファウストブーツ・白,Faust Boots・White
509,ファウストブーツ・青,Faust Boots・Blue
510,クシャナペイルSP赤,Kushala ペイル SP Red
511,クシャナペイルSP黄,Kushala ペイル SP Yellow
512,クシャナペイルSP緑,Kushala ペイル SP Green
513,クシャナハディSP赤,Kushala ハディ SP Red
514,クシャナハディSP黄,Kushala ハディ SP Yellow
515,クシャナハディSP緑,Kushala ハディ SP Green
516,キリンレガースSP赤,Kirin レガース SP Red
517,キリンレガースSP紫,Kirin レガース SP Purple
518,キリンレガースSP黒,Kirin レガース SP Black
519,キリンブーツSP赤,Kirin Boots SP Red
520,キリンブーツSP紫,Kirin Boots SP Purple
521,キリンブーツSP黒,Kirin Boots SP Black
522,ストレガグリーヴ,Strega Greaves
523,ストレガレギンス,Strega Leggings
524,ストレガグリーヴ改,Strega Greaves 改
525,ストレガレギンス改,Strega Leggings 改
526,ストレガＦグリーヴ,Strega F Greaves
527,ストレガＦレギンス,Strega F Leggings
528,フルフルＬグリーヴ,Khezu L Greaves
529,ガレオスＬグリーヴ,Cepha L Greaves
530,ギザミＬグリーヴ,Ceanataur L Greaves
531,レウスＬグリーヴ,Rathalos L Greaves
532,マフモフＬブーツ,Mafumofu L Boots
533,あかねこ服ブーツ,Red Cat Boots
534,アミティエフット,Amitie Feet
535,アミティエブーツ,Amitie Boots
536,バサルＬレギンス,Basarios L Leggings
537,ゲリョスＬレギンス,Gypceros L Leggings
538,ガーディアンＲブーツ,Guardian R Boots
539,ヒーラーＲソックス,Healer R Socks
540,ハンターＲグリーヴ,Hunter's R Greaves
541,リオハートＲグリーヴ,Rath Heart R Greaves
542,ザザミＲグリーヴ,Hermitaur R Greaves
543,アミティエＦフット,Amitie F Feet
544,アミティエＦブーツ,Amitie F Boots
545,キューラーＦレッグ,Kyuura F Leg
546,ガーディアンＲガンバ,Guardian R Crura
547,ヒーラーＲブーツ,Healer R Boots
548,クアッドグリーヴＣ,Quad Greaves C
549,クアッドグリーヴ,Quad Greaves
550,ベルグリーヴ,Beru Greaves
551,ベルレギンス,Beru Leggings
552,ベルＦグリーヴ,Beru F Greaves
553,ベルＦレギンス,Beru F Leggings
554,リアンフット・青,Lien Feet・Blue
555,リアンブーツ・青,Lien Boot・Blue
556,リアンフット・赤,Lien Feet・Red
557,リアンブーツ・赤,Lien Boot・Red
558,リアンフット・黒,Lien Feet・Black
559,リアンブーツ・黒,Lien Boot・Black
560,リアンフット・白,Lien Feet・White
561,リアンブーツ・白,Lien Boot・White
562,リアンＦフット・青,Lien F Feet・Blue
563,リアンＦブーツ・青,Lien F Boots・Blue
564,リアンＦフット・赤,Lien F Feet・Red
565,リアンＦブーツ・赤,Lien F Boots・Red
566,リアンＦフット・黒,Lien F Feet・Black
567,リアンＦブーツ・黒,Lien F Boots・Black
568,リアンＦフット・白,Lien F Feet・White
569,リアンＦブーツ・白,Lien F Boots・White
570,カイザーグリーヴSP白,Kaiser Greaves SP White
571,カイザーグリーヴSP黒,Kaiser Greaves SP Black
572,カイザーグリーヴSP緑,Kaiser Greaves SP Green
