index,source,target
61,艶【腰当て】,
62,紅凛【腰当て】,Crimson 凛【腰当て】
63,紅艶【腰当て】,Crimson 艶【腰当て】
64,ドラゴンウイング,Dragon Wing
65,ドラゴンテイル,Dragon テイル
66,レザーライトＵベルト,Leather U Belt
67,チェーンＵベルト,Chainmail U Belt
68,ハンターＵフォールド,Hunter's U Faulds
69,ハンターＵコート,Hunter's U Coat
70,ボーンＵフォールド,Bone U Faulds
71,ボーンＵコート,Bone U Coat
72,ギアノスフォールド,Gia Faulds
73,ギアノスコート,Gia Coat
74,バトルＵフォールド,Battle U Faulds
75,バトルＵコート,Battle U Coat
76,ランゴＵフォールド,Vespoid U Faulds
77,ランゴＵコート,Vespoid U Coat
78,タロスＵフォールド,Hornetaur U Faulds
79,タロスＵコート,Hornetaur U Coat
80,ハイメタＵフォールド,High Metal U Faulds
81,ハイメタＵコート,High Metal U Coat
82,ゲネポスＵフォールド,Gen U Faulds
83,ゲネポスＵコート,Gen U Coat
84,クックＵフォールド,Kut-Ku U Faulds
85,クックＵコート,Kut-Ku U Coat
86,イーオスＵフォールド,Io U Faulds
87,イーオスＵコート,Io U Coat
88,ゲリョスＵフォールド,Gypceros U Faulds
89,ゲリョスＵコート,Gypceros U Coat
90,ガレオスＵフォールド,Cepha U Faulds
91,ガレオスＵコート,Cepha U Coat
92,スティールＵベルト,Steel U Belt
93,リオハートフォールド,Rath Heart Faulds
94,リオハートコート,Rath Heart Coat
95,フルフルＵフォールド,Khezu U Faulds
96,フルフルＵコート,Khezu U Coat
97,リオソウルフォールド,Rath Soul Faulds
98,リオソウルコート,Rath Soul Coat
99,バサルＵフォールド,Basarios U Faulds
100,バサルＵコート,Basarios U Coat
101,ディアブロＵコイル,Diablos U Coil
102,ディアブロＵコート,Diablos U Coat
103,モノデビルコイル,Monodevil Coil
104,モノデビルコート,Monodevil Coat
105,グラビドＵフォールド,Gravios U Faulds
106,グラビドＵコート,Gravios U Coat
107,忍の帯・空,忍の Obi・空
108,忍の帯・海,忍の Obi・海
109,ガーディアンＵコイル,Guardian U Coil
110,ガーディアンＵコート,Guardian U Coat
111,ヘルパーＵスカート,Helper U Skirt
112,ヒーラーＵフリル,Healer U Frill
113,暁丸・皇【腰当て】,
114,曙丸・皇【腰当て】,
115,凛・皇【腰当て】,
116,艶・皇【腰当て】,
117,ミラバルカンウイング,ミラ Vulcan Wing
118,ミラバルカンテイル,ミラ Vulcan テイル
119,ゴールドルナコイル,ゴールド Lune Coil
120,ゴールドルナコート,ゴールド Lune Coat
121,シルバーソルコイル,Silver Sol Coil
122,シルバーソルコート,Silver Sol Coat
123,レザーライトＳベルト,Leather S Belt
124,Ｃ・ライトＳベルト,C・ライトS Belt
125,ハンターＳフォールド,Hunter's S Faulds
126,ハンターＳコート,Hunter's S Coat
127,ボーンＳフォールド,Bone S Faulds
128,ボーンＳコート,Bone S Coat
129,ランポスＳフォールド,Veloci S Faulds
130,ランポスＳコート,Veloci S Coat
131,バトルＳフォールド,Battle S Faulds
132,バトルＳコート,Battle S Coat
133,ランゴＳフォールド,Vespoid S Faulds
134,ランゴＳコート,Vespoid S Coat
135,タロスＳフォールド,Hornetaur S Faulds
136,タロスＳコート,Hornetaur S Coat
137,ハイメタＳフォールド,High Metal S Faulds
138,ハイメタＳコート,High Metal S Coat
139,ゲネポスＳフォールド,Gen S Faulds
140,ゲネポスＳコート,Gen S Coat
141,クックＳフォールド,Kut-Ku S Faulds
142,クックＳコート,Kut-Ku S Coat
143,イーオスＳフォールド,Io S Faulds
144,イーオスＳコート,Io S Coat
145,ゲリョスＳフォールド,Gypceros S Faulds
146,ゲリョスＳコート,Gypceros S Coat
147,ガレオスＳフォールド,Cepha S Faulds
148,ガレオスＳコート,Cepha S Coat
149,スティールＳベルト,Steel S Belt
150,レイアＳフォールド,Rathian S Faulds
151,レイアＳコート,Rathian S Coat
152,フルフルＳフォールド,Khezu S Faulds
153,フルフルＳコート,Khezu S Coat
154,レウスＳフォールド,Rathalos S Faulds
155,レウスＳコート,Rathalos S Coat
156,バサルＳフォールド,Basarios S Faulds
157,バサルＳコート,Basarios S Coat
158,ディアブロＳコイル,Diablos S Coil
159,ディアブロＳコート,Diablos S Coat
160,モノブロスＳコイル,Monoblos S Coil
161,モノブロスＳコート,Monoblos S Coat
162,グラビドＳフォールド,Gravios S Faulds
163,グラビドＳコート,Gravios S Coat
164,忍の帯・天,忍の Obi・Heaven
165,忍の帯・地,忍の Obi・Earth
166,ギルドガードコイル紅,Guild Guard Coil Crimson
167,ギルドガードコート紅,Guild Guard Coat Crimson
168,ギルドガードコイル紅,Guild Guard Coil Crimson
169,ギルドガードコート紅,Guild Guard Coat Crimson
170,暁丸・覇【腰当て】,
171,曙丸・覇【腰当て】,
172,凛・覇【腰当て】,
173,艶・覇【腰当て】,
174,ドラゴンＳウイング,Dragon S Wing
175,ドラゴンＳテイル,Dragon Sテイル
176,ザザミフォールド,Hermitaur Faulds
177,ザザミコート,Hermitaur Coat
178,ザザミＵフォールド,Hermitaur U Faulds
179,ザザミＵコート,Hermitaur U Coat
180,ザザミＳフォールド,Hermitaur S Faulds
181,ザザミＳコート,Hermitaur S Coat
182,コンガフォールド,Conga Faulds
183,コンガコート,Conga Coat
184,コンガＵフォールド,Conga U Faulds
185,コンガＵコート,Conga U Coat
186,コンガＳフォールド,Conga S Faulds
187,コンガＳコート,Conga S Coat
188,ブランゴフォールド,Blango Faulds
189,ブランゴコート,Blango Coat
190,ブランゴＵフォールド,Blango U Faulds
191,ブランゴＵコート,Blango U Coat
192,ブランゴＳフォールド,Blango S Faulds
193,ブランゴＳコート,Blango S Coat
194,ギザミフォールド,Ceanataur Faulds
195,ギザミコート,Ceanataur Coat
196,ギザミＵフォールド,Ceanataur U Faulds
197,ギザミＵコート,Ceanataur U Coat
198,ギザミＳフォールド,Ceanataur S Faulds
199,ギザミＳコート,Ceanataur S Coat
200,キリンフープ,Kirin フープ
201,キリンショルト,Kirin ショルト
202,キリンＳフープ,Kirin Sフープ
203,キリンＳショルト,Kirin Sショルト
204,クシャナアンダ,Kushala アンダ
205,クシャナアドミ,Kushala アドミ
206,ミヅハ【丸帯】,Mizuha 【丸 Obi 】
207,トヨタマ【丸帯】,Toyotama 【丸 Obi 】
208,エンプレスフォールド,Empress Faulds
209,エンプレスコート,Empress Coat
210,金剛【腰当て】,Gold 剛【腰当て】
211,不動【腰当て】,
212,カイザーフォールド,Kaiser Faulds
213,カイザーコート,Kaiser Coat
214,夜叉【腰巻】,
215,修羅【腰巻】,
216,金色ノ帯,Golden Obi
217,黒子ノ帯,Puppeteer ノ Obi
218,ミラルーツウイング,White Fatalis Wing
219,ミラルーツテイル,White Fatalis テイル
220,ガノスＳフォールド,Plesioth S Faulds
221,ガノスＳコート,Plesioth S Coat
222,クロオビＳフォールド,Black Belt S Faulds
223,ガブラスーツベルト,Remobra ーツ Belt
224,ギルドナイトコイル,Guild Knight Coil
225,ギルドナイトスカート,Guild Knight Skirt
226,メイドスカート,Maid Skirt
227,プライベートフリル,Private Frill
228,ギルドガードコイル蒼,Guild Guard Coil Green
229,ギルドガードコート蒼,Guild Guard Coat Green
230,ギルドガードコイル蒼,Guild Guard Coil Green
231,ギルドガードコート蒼,Guild Guard Coat Green
232,Ｋ・ロブスタコイル,K・ロブスタ Coil
233,Ｋ・ロブスタコート,K・ロブスタ Coat
234,Ｆウエスト00,F Waist 00
235,Ｆウエスト01,F Waist 01
236,マスターベルト,マスター Belt
237,ヒプノフォールド,Hypnoc Faulds
238,ヒプノコート,Hypnoc Coat
239,ヒプノＵフォールド,Hypnoc U Faulds
240,ヒプノＵコート,Hypnoc U Coat
241,ラヴァフォールド,Lavasioth Faulds
242,ラヴァコート,Lavasioth Coat
243,ラヴァＳフォールド,Lavasioth S Faulds
244,ラヴァＳコート,Lavasioth S Coat
245,ギアノスＵフォールド,Gia U Faulds
246,ギアノスＵコート,Gia U Coat
247,しろねこ服テイル,White Cat テイル
248,くろねこ服テイル,Black Cat テイル
249,きんねこ服テイル,Gold Cat テイル
250,ゴシックフォールド,Gothic Faulds
251,ゴシックＦフォールド,Gothic F Faulds
252,ベイルリフレクサー,Beil Reflector
253,コムラドベルト【猩】,Comrade Belt 【猩】
254,ジストレルウエスト,Jisutoreru Waist
255,デュオフォールド,Duo Faulds
256,スマートウエスト,Smart Waist
257,あかねこ服Ｆテイル,Red Cat Fテイル
258,ブートアップウエスト,Boot Up Waist
259,ユウェネスウエスト,Yuenesu Waist
260,欠番,Missing No.
261,欠番,Missing No.
262,エアリアルウエスト,Aerial Waist
263,ジストウエスト,ジスト Waist
264,欠番,Missing No.
265,エクストラウエスト,Extra Waist
266,ウナペルトウエスト,ウナペルト Waist
267,キューラーウエスト,Kyuura Waist
268,欠番,Missing No.
269,欠番,Missing No.
270,ラフねこ服テイル,Rough Cat テイル
271,レックスフォールド,Tigrex Faulds
272,レックスコート,Tigrex Coat
273,レックスＳフォールド,Tigrex S Faulds
274,レックスＳコート,Tigrex S Coat
275,パピメルアンカ,Butterfly Elytra
276,パピメルコクサ,Butterfly コクサ
277,パピメルＳアンカ,Butterfly S Elytra
278,パピメルＳコクサ,Butterfly Sコクサ
279,アカムトイッケク,Akantor イッケク
280,アカムトイッケタリ,Akantor イッケタリ
281,ウナペルトＦウエスト,ウナペルトF Waist
282,メルホアＵオッハ,Melahoa U Folia
283,マカルパコイル,Makluva Coil
284,マカルパＵコイル,Makluva U Coil
285,ビストロＵエプロン,Bistro U Apron
286,オウビートアンカ,King Beetle Elytra
287,オウビートコクサ,King Beetle コクサ
288,オウビートＳアンカ,King Beetle S Elytra
289,オウビートＳコクサ,King Beetle Sコクサ
290,デスギアナーベル,Death Stench Navel
291,デスギアガイツ,Death Stench Belly
292,デスギアＳナーベル,Death Stench S Navel
293,デスギアＳガイツ,Death Stench S Belly
294,マフモフコート,Mafumofu Coat
295,マフモフＳコート,Mafumofu S Coat
296,クシャナＦアンダ,Kushala Fアンダ
297,クシャナＦアドミ,Kushala Fアドミ
298,カイザーＦフォールド,Kaiser F Faulds
299,カイザーＦコート,Kaiser F Coat
300,ミヅハ魁【丸帯】,Mizuha 魁【丸 Obi 】
301,トヨタマ魁【丸帯】,Toyotama 魁【丸 Obi 】
302,金剛・魁【腰当て】,Gold 剛・魁【腰当て】
303,不動・魁【腰当て】,
304,夜叉・魁【腰巻】,
305,修羅・魁【腰巻】,
306,エンプレスＦコイル,Empress F Coil
307,エンプレスＦコート,Empress F Coat
308,金色ノ帯・魁,Golden ノ Obi・魁
309,黒子ノ帯・魁,Puppeteer ノ Obi・魁
310,ガルルガＦフォールド,Garuga F Faulds
311,ガルルガＦコート,Garuga F Coat
312,クシャナＦアンダ,Kushala Fアンダ
313,クシャナＦアドミ,Kushala Fアドミ
314,カイザーＦフォールド,Kaiser F Faulds
315,カイザーＦコート,Kaiser F Coat
316,ミヅハ魁【丸帯】,Mizuha 魁【丸 Obi 】
317,トヨタマ魁【丸帯】,Toyotama 魁【丸 Obi 】
318,金剛・魁【腰当て】,Gold 剛・魁【腰当て】
319,不動・魁【腰当て】,
320,夜叉・魁【腰巻】,
321,修羅・魁【腰巻】,
322,エンプレスＦコイル,Empress F Coil
323,エンプレスＦコート,Empress F Coat
324,金色ノ帯・魁,Golden ノ Obi・魁
325,黒子ノ帯・魁,Puppeteer ノ Obi・魁
326,ガルルガＦフォールド,Garuga F Faulds
327,ガルルガＦコート,Garuga F Coat
328,ラヴァＵフォールド,Lavasioth U Faulds
329,ラヴァＵコート,Lavasioth U Coat
330,ホワイトメタルコート,White Metal Coat
331,セレストフォールド,Celeste Faulds
332,シエルリフレクサー,Ciel Reflector
333,コムラダベルト【赤】,Comrada Belt 【 Red 】
334,コムラダベルト【青】,Comrada Belt 【 Blue 】
335,コムラダベルト【緑】,Comrada Belt 【 Green 】
336,コムラダベルト【橙】,Comrada Belt 【 Orange 】
337,ダミー,Dummy
338,ダミー,護靈者皮帶GS
339,エスピナナーベル,Espinas Navel
340,エスピナガイツ,Espinas Belly
341,エスピナＦナーベル,Espinas F Navel
342,エスピナＦガイツ,Espinas F Belly
343,アスールフォールド,Azul Faulds
344,アスールコート,Azul Coat
345,アメザリフォールド,Amezari Faulds
346,アメザリコート,Amezari Coat
347,プロミスコート【白】,Promise Coat 【 White 】
348,プロミスコート【青】,Promise Coat 【 Blue 】
349,プロミスコート【紫】,Promise Coat 【 Purple 】
350,プロミスコート【黄】,Promise Coat 【 Yellow 】
351,ブリスコート【白】,Bliss Coat 【 White 】
352,ブリスコート【青】,Bliss Coat 【 Blue 】
353,ブリスコート【紫】,Bliss Coat 【 Purple 】
354,ブリスコート【黄】,Bliss Coat 【 Yellow 】
355,ブリスＦコート【白】,Bliss F Coat 【 White 】
356,ブリスＦコート【青】,Bliss F Coat 【 Blue 】
357,ブリスＦコート【紫】,Bliss F Coat 【 Purple 】
358,ブリスＦコート【黄】,Bliss F Coat 【 Yellow 】
359,ロジウェアウエスト,Lodge Wear Waist
360,バトルコートSP青,Battle Coat SP Blue
361,バトルコートSP黄,Battle Coat SP Yellow
362,バトルコートSP紫,Battle Coat SP Purple
363,レイアコイルSP青,Rathian Coil SP Blue
364,レイアコイルSP赤,Rathian Coil SP Red
365,レイアコイルSP黒,Rathian Coil SP Black
366,フルフルコイルSP青,Khezu Coil SP Blue
367,フルフルコイルSP緑,Khezu Coil SP Green
368,フルフルコイルSP黒,Khezu Coil SP Black
369,エスピナコイルSP赤,Espinas Coil SP Red
370,エスピナコイルSP青,Espinas Coil SP Blue
371,エスピナコイルSP黄,Espinas Coil SP Yellow
372,エスピナコートSP赤,Espinas Coat SP Red
373,エスピナコートSP青,Espinas Coat SP Blue
374,エスピナコートSP黄,Espinas Coat SP Yellow
375,ノワールフォールド,Noir Faulds
376,ガーディコイルSP白,Guardi Coil SP White
377,ガーディコイルSP黒,Guardi Coil SP Black
378,ガーディコイルSP紫,Guardi Coil SP Purple
379,ヒーラーフリルSP青,Healer Frill SP Blue
380,ヒーラーフリルSP白,Healer Frill SP White
381,ヒーラーフリルSP黄,Healer Frill SP Yellow
382,マフモフコートSP赤,Mafumofu Coat SP Red
383,マフモフコートSP黄,Mafumofu Coat SP Yellow
384,マフモフコートSP紫,Mafumofu Coat SP Purple
385,バサルコートSP赤,Basarios Coat SP Red
386,バサルコートSP黒,Basarios Coat SP Black
387,バサルコートSP黄,Basarios Coat SP Yellow
388,アプカルフォールド,Apkallu Faulds
389,アプカルコート,Apkallu Coat
390,ゴスペルフォールド,Gospel Faulds
391,ゴスペルコート,Gospel Coat
392,エスピナＵナーベル,Espinas U Navel
393,エスピナＵガイツ,Espinas U Belly
394,ブランゴコイルSP黄,Blango Coil SP Yellow
395,ブランゴコイルSP青,Blango Coil SP Blue
396,ブランゴコイルSP黒,Blango Coil SP Black
397,金色ノ帯SP白,Golden Obi SP White
398,金色ノ帯SP紫,Golden Obi SP Purple
399,金色ノ帯SP緑,Golden Obi SP Green
400,グラビドコートSP緑,Gravios Coat SP Green
401,グラビドコートSP紫,Gravios Coat SP Purple
402,グラビドコートSP赤,Gravios Coat SP Red
403,ダミー,護靈者皮帶GP
404,祭のあとに【負け犬】,
405,祭のあとに【負け犬】,
406,祭のあとに【負け犬】,
407,祭のあとに【負け犬】,
408,祭のあとに【負け犬】,
409,祭のあとに【負け犬】,
410,アクラフォールド,Vashimu Faulds
411,アクラフォールド黄,Vashimu Faulds Yellow
412,アクラフォールド蒼,Vashimu Faulds Green
413,アクラフォールド紅,Vashimu Faulds Crimson
414,アクラコート,Vashimu Coat
415,アクラコート黄,Vashimu Coat Yellow
416,アクラコート蒼,Vashimu Coat Green
417,アクラコート紅,Vashimu Coat Crimson
418,アクラＦフォールド,Vashimu F Faulds
419,アクラＦフォールド黄,Vashimu F Faulds Yellow
420,アクラＦフォールド蒼,Vashimu F Faulds Green
421,アクラＦフォールド紅,Vashimu F Faulds Crimson
422,アクラＦコート,Vashimu F Coat
423,アクラＦコート黄,Vashimu F Coat Yellow
424,アクラＦコート蒼,Vashimu F Coat Green
425,アクラＦコート紅,Vashimu F Coat Crimson
426,エクエスフォールド,Eques Faulds
427,エクエスコート,Eques Coat
428,エクエスフォールド改,Eques Faulds 改
429,エクエスコート改,Eques Coat 改
430,エクエスＦフォールド,Eques F Faulds
431,エクエスＦコート,Eques F Coat
432,星祭の帯・夏【赤】,Star Festival Obi・Summer 【 Red 】
433,星祭の帯・夏【青】,Star Festival Obi・Summer 【 Blue 】
434,星祭の帯・夏【黒】,Star Festival Obi・Summer 【 Black 】
435,星祭の帯・夏【白】,Star Festival Obi・Summer 【 White 】
436,七夕の帯・夏【赤】,Tanabata Obi・Summer 【 Red 】
437,七夕の帯・夏【青】,Tanabata Obi・Summer 【 Blue 】
438,七夕の帯・夏【黒】,Tanabata Obi・Summer 【 Black 】
439,七夕の帯・夏【白】,Tanabata Obi・Summer 【 White 】
440,星祭の帯・織【赤】,Star Festival Obi・織【 Red 】
441,星祭の帯・織【青】,Star Festival Obi・織【 Blue 】
442,星祭の帯・織【黒】,Star Festival Obi・織【 Black 】
443,星祭の帯・織【白】,Star Festival Obi・織【 White 】
444,七夕の帯・織【赤】,Tanabata Obi・織【 Red 】
445,七夕の帯・織【青】,Tanabata Obi・織【 Blue 】
446,七夕の帯・織【黒】,Tanabata Obi・織【 Black 】
447,七夕の帯・織【白】,Tanabata Obi・織【 White 】
448,星祭の帯・天【赤】,Star Festival Obi・Heaven 【 Red 】
449,星祭の帯・天【青】,Star Festival Obi・Heaven 【 Blue 】
450,星祭の帯・天【黒】,Star Festival Obi・Heaven 【 Black 】
451,星祭の帯・天【白】,Star Festival Obi・Heaven 【 White 】
452,七夕の帯・天【赤】,Tanabata Obi・Heaven 【 Red 】
453,七夕の帯・天【青】,Tanabata Obi・Heaven 【 Blue 】
454,七夕の帯・天【黒】,Tanabata Obi・Heaven 【 Black 】
455,七夕の帯・天【白】,Tanabata Obi・Heaven 【 White 】
456,ハイメタコイルSP黒,High Metal Coil SP Black
457,ハイメタコイルSP青,High Metal Coil SP Blue
458,ハイメタコイルSP黄,High Metal Coil SP Yellow
459,Ｓ・ソルコイルSP赤,S・Sol Coil SP Red
460,Ｓ・ソルコイルSP紫,S・Sol Coil SP Purple
461,Ｓ・ソルコイルSP黒,S・Sol Coil SP Black
462,ガルルガコートSP白,Garuga Coat SP White
463,ガルルガコートSP緑,Garuga Coat SP Green
464,ガルルガコートSP赤,Garuga Coat SP Red
465,ルーキーベルト【白】,Rookie Belt 【 White 】
466,ルーキーベルト【赤】,Rookie Belt 【 Red 】
467,ルーキーベルト【緑】,Rookie Belt 【 Green 】
468,ヒプノＳフォールド,Hypnoc S Faulds
469,ヒプノＳコート,Hypnoc S Coat
470,祭のあとに【負け犬】,
471,祭のあとに【負け犬】,
472,祭のあとに【負け犬】,
473,祭のあとに【負け犬】,
474,祭のあとに【負け犬】,
475,祭のあとに【負け犬】,
476,祭のあとに【負け犬】,
477,祭のあとに【負け犬】,
478,祭のあとに【負け犬】,
479,祭のあとに【負け犬】,
480,祭のあとに【負け犬】,
481,祭のあとに【負け犬】,
482,祭のあとに【負け犬】,
483,祭のあとに【負け犬】,
484,祭のあとに【負け犬】,
485,祭のあとに【負け犬】,
486,祭のあとに【負け犬】,
487,祭のあとに【負け犬】,
488,祭のあとに【負け犬】,
489,祭のあとに【負け犬】,
490,祭のあとに【負け犬】,
491,祭のあとに【負け犬】,
492,祭のあとに【負け犬】,
493,祭のあとに【負け犬】,
494,プロギアコート,Purogia Coat
495,オラシオンコート,Oracion Coat
496,レクイエムコート,Requiem Coat
497,アクラＵフォールド,Vashimu U Faulds
498,アクラＵフォールド黄,Vashimu U Faulds Yellow
499,アクラＵフォールド蒼,Vashimu U Faulds Green
500,アクラＵフォールド紅,Vashimu U Faulds Crimson
501,アクラＵコート,Vashimu U Coat
502,アクラＵコート黄,Vashimu U Coat Yellow
503,アクラＵコート蒼,Vashimu U Coat Green
504,アクラＵコート紅,Vashimu U Coat Crimson
505,メランフォールド,Melan Faulds
506,メランコート,Melan Coat
507,ルージュフォールド,Rouge Faulds
508,マギサコイル・赤,Magisa Coil・Red
509,マギサコイル・黒,Magisa Coil・Black
510,マギサコイル・緑,Magisa Coil・Green
511,マギサコイル・白,Magisa Coil・White
512,マギサコイル・青,Magisa Coil・Blue
513,ウィザーコート・赤,Wizard Coat・Red
514,ウィザーコート・黒,Wizard Coat・Black
515,ウィザーコート・緑,Wizard Coat・Green
516,ウィザーコート・白,Wizard Coat・White
517,ウィザーコート・青,Wizard Coat・Blue
518,マギサＦコイル・赤,Magisa F Coil・Red
519,マギサＦコイル・黒,Magisa F Coil・Black
520,マギサＦコイル・緑,Magisa F Coil・Green
521,マギサＦコイル・白,Magisa F Coil・White
522,マギサＦコイル・青,Magisa F Coil・Blue
523,ウィザーＦコート・赤,Wizard F Coat・Red
524,ウィザーＦコート・黒,Wizard F Coat・Black
525,ウィザーＦコート・緑,Wizard F Coat・Green
526,ウィザーＦコート・白,Wizard F Coat・White
527,ウィザーＦコート・青,Wizard F Coat・Blue
528,クロウリーコイル・赤,Crowley Coil・Red
529,クロウリーコイル・黒,Crowley Coil・Black
530,クロウリーコイル・緑,Crowley Coil・Green
531,クロウリーコイル・白,Crowley Coil・White
532,クロウリーコイル・青,Crowley Coil・Blue
533,ファウストコート・赤,Faust Coat・Red
534,ファウストコート・黒,Faust Coat・Black
535,ファウストコート・緑,Faust Coat・Green
536,ファウストコート・白,Faust Coat・White
537,ファウストコート・青,Faust Coat・Blue
538,クシャナアンダSP赤,Kushala アンダ SP Red
539,クシャナアンダSP黄,Kushala アンダ SP Yellow
540,クシャナアンダSP緑,Kushala アンダ SP Green
541,クシャナアドミSP赤,Kushala アドミ SP Red
542,クシャナアドミSP黄,Kushala アドミ SP Yellow
543,クシャナアドミSP緑,Kushala アドミ SP Green
544,キリンフープSP赤,Kirin フープ SP Red
545,キリンフープSP紫,Kirin フープ SP Purple
546,キリンフープSP黒,Kirin フープ SP Black
547,キリンショルトSP赤,Kirin ショルト SP Red
548,キリンショルトSP紫,Kirin ショルト SP Purple
549,キリンショルトSP黒,Kirin ショルト SP Black
550,ストレガフォールド,Strega Faulds
551,ストレガコート,Strega Coat
552,ストレガフォールド改,Strega Faulds 改
553,ストレガコート改,Strega Coat 改
554,ストレガＦフォールド,Strega F Faulds
555,ストレガＦコート,Strega F Coat
556,フルフルＬフォールド,Khezu L Faulds
557,ガレオスＬフォールド,Cepha L Faulds
558,ギザミＬフォールド,Ceanataur L Faulds
559,レウスＬフォールド,Rathalos L Faulds
560,マフモフＬコート,Mafumofu L Coat
561,あかねこ服テイル,Red Cat テイル
562,アミティエコイル,Amitie Coil
563,アミティエコート,Amitie Coat
564,バサルＬコート,Basarios L Coat
565,ゲリョスＬコート,Gypceros L Coat
566,ガーディアンＲコイル,Guardian R Coil
567,ヒーラーＲフリル,Healer R Frill
568,ハンターＲフォールド,Hunter's R Faulds
569,リオハートＲコイル,Rath Heart R Coil
570,ザザミＲフォールド,Hermitaur R Faulds
571,アミティエＦコイル,Amitie F Coil
572,アミティエＦコート,Amitie F Coat
573,キューラーＦウエスト,Kyuura F Waist
574,ガーディアンＲアンカ,Guardian R Elytra
575,ヒーラーＲスカート,Healer R Skirt
576,祭のあとに【負け犬】,
577,祭のあとに【負け犬】,
578,祭のあとに【負け犬】,
579,祭のあとに【負け犬】,
580,祭のあとに【負け犬】,
581,祭のあとに【負け犬】,
582,祭のあとに【負け犬】,
583,祭のあとに【負け犬】,
584,祭のあとに【負け犬】,
585,祭のあとに【負け犬】,
586,祭のあとに【負け犬】,
587,祭のあとに【負け犬】,
588,祭のあとに【負け犬】,
589,祭のあとに【負け犬】,
590,祭のあとに【負け犬】,
591,祭のあとに【負け犬】,
592,祭のあとに【負け犬】,
593,祭のあとに【負け犬】,
594,祭のあとに【負け犬】,
595,祭のあとに【負け犬】,
596,祭のあとに【負け犬】,
597,祭のあとに【負け犬】,
598,祭のあとに【負け犬】,
599,祭のあとに【負け犬】,
600,祭のあとに【負け犬】,
601,祭のあとに【負け犬】,
602,祭のあとに【負け犬】,
603,祭のあとに【負け犬】,
604,祭のあとに【負け犬】,
605,祭のあとに【負け犬】,
606,祭のあとに【負け犬】,
607,祭のあとに【負け犬】,
608,祭のあとに【負け犬】,
609,祭のあとに【負け犬】,
610,祭のあとに【負け犬】,
611,祭のあとに【負け犬】,
612,祭のあとに【負け犬】,
613,祭のあとに【負け犬】,
614,祭のあとに【負け犬】,
615,祭のあとに【負け犬】,
616,祭のあとに【負け犬】,
617,祭のあとに【負け犬】,
618,祭のあとに【負け犬】,
619,祭のあとに【負け犬】,
620,祭のあとに【負け犬】,
621,祭のあとに【負け犬】,
622,祭のあとに【負け犬】,
623,祭のあとに【負け犬】,
624,祭のあとに【負け犬】,
625,祭のあとに【負け犬】,
626,祭のあとに【負け犬】,
627,祭のあとに【負け犬】,
628,祭のあとに【負け犬】,
629,祭のあとに【負け犬】,
630,祭のあとに【負け犬】,
631,祭のあとに【負け犬】,
632,祭のあとに【負け犬】,
633,祭のあとに【負け犬】,
634,祭のあとに【負け犬】,
635,祭のあとに【負け犬】,
636,クアッドフォールドＣ,Quad Faulds C
637,クアッドフォールド,Quad Faulds
638,ベルフォールド,Beru Faulds
639,ベルコート,Beru Coat
640,ベルＦフォールド,Beru F Faulds
641,ベルＦコート,Beru F Coat
642,リアンコイル・青,Lien Coil・Blue
